-616.837748,0.265625,513.741326
-616.837748,1.053661,2037.871314
-616.837748,2.338085,4522.059218
-616.837748,4.077148,7885.556659
-616.837748,6.215729,12021.756349
-616.837748,8.688457,16804.226277
-616.837748,11.423348,22093.741282
-616.837748,14.345638,27745.702412
-616.837748,17.381453,33617.231174
-616.837748,20.460927,39573.200144
-616.837748,23.520534,45490.743664
-616.837748,26.504522,51262.033534
-616.837748,29.365483,56795.379466
-616.837748,32.064271,62015.068697
-616.837748,34.569525,66860.445622
-616.837748,36.857143,71284.897464
-616.837748,38.909810,75254.931926
-616.837748,40.716406,78749.045506
-616.837748,42.271307,81756.357385
-616.837748,43.573724,84275.344672
-616.837748,44.627048,86312.563983
-616.837748,45.437990,87880.996549
-616.837748,46.015833,88998.595520
-616.837748,46.371782,89687.030551
-616.837748,46.518272,89970.356018
-616.837748,46.468483,89874.058121
-616.837748,46.236064,89424.539928
-616.837748,45.834852,88648.561293
-616.837748,45.278689,87572.893714
-616.837748,44.581355,86224.190283
-616.837748,43.756596,84629.034435
-616.837748,42.818133,82813.965787
-616.837748,41.779565,80805.285912
-616.837748,40.654470,78629.256539
-616.837748,39.456478,76312.235516
-616.837748,38.199245,73880.638783
-616.837748,36.896496,71361.008732
-616.837748,35.562031,68780.038454
-616.837748,34.209746,66164.603554
-616.837748,32.853619,63541.735988
-616.837748,31.507604,60938.426703
-616.837748,30.185530,58381.422004
-616.837748,28.900977,55896.985332
-616.837748,27.667098,53510.555994
-616.837748,26.496440,51246.402858
-616.837748,25.400743,49127.230308
-616.837748,24.390751,47173.817785
-616.837748,23.476023,45404.656036
-616.837748,22.664710,43835.506526
-616.837748,21.963390,42479.092002
-616.837748,21.376956,41344.878299
-616.837748,20.908476,40438.798598
-616.837748,20.559096,39763.066072
-616.837748,20.328027,39316.159454
-616.837748,20.212598,39092.909984
-616.837748,20.208324,39084.644280
-616.837748,20.309035,39279.427254
-616.837748,20.507041,39662.387389
-616.837748,20.793349,40216.131739
-616.837748,21.157910,40921.225774
-616.837748,21.589873,41756.679683
-616.837748,22.077840,42700.449194
-616.837748,22.610163,43730.007493
-616.837748,23.175181,44822.802269
-616.837748,23.761411,45956.621576
-616.837748,24.357791,47110.070778
-616.837748,24.953811,48262.825632
-616.837748,25.539623,49395.836189
-616.837748,26.106147,50491.543092
-616.837748,26.645120,51533.963776
-616.837748,27.149148,52508.797246
-616.837748,27.611742,53403.493094
-616.837748,28.027296,54207.210697
-616.837748,28.391062,54910.766014
-616.837748,28.699157,55506.648433
-616.837748,28.948523,55988.944039
-616.837748,29.136896,56353.272738
-616.837748,29.262792,56596.766224
-616.837748,29.325473,56717.997640
-616.837748,29.324954,56716.993059
-616.837748,29.262028,56595.289082
-616.837748,29.138204,56355.802714
-616.837748,28.955645,56002.718477
-616.837748,28.717204,55541.552768
-616.837748,28.426413,54979.137251
-616.837748,28.087445,54323.544978
-616.837748,27.705120,53584.094033
-616.837748,27.284851,52771.258528
-616.837748,26.832567,51896.501621
-616.837748,26.354720,50972.304342
-616.837748,25.858262,50012.111105
-616.837748,25.350546,49030.144734
-616.837748,24.839251,48041.256304
-616.837748,24.332289,47060.749039
-616.837748,23.837652,46104.077963
-616.837748,23.363273,45186.587988
-616.837748,22.916951,44323.362385
-616.837748,22.506182,43528.900113
-616.837748,22.138003,42816.810196
-616.837748,21.818905,42199.646020
-616.837748,21.554681,41688.614017
-616.837748,21.350311,41293.345739
-616.837748,21.209910,41021.796970
-616.837748,21.136615,40880.039185
-616.837748,21.132533,40872.144357
-616.837748,21.198704,41000.124288
-616.837748,21.335082,41263.890859
-616.837748,21.540545,41661.274080
-616.837748,21.812897,42188.025538
-616.837748,22.148859,42837.805351
-616.837748,22.544126,43602.286575
-616.837748,22.993473,44471.362610
-616.837748,23.490848,45433.327835
-616.837748,24.029470,46475.069372
-616.837748,24.601956,47582.307686
-616.837748,25.200491,48739.925095
-616.837748,25.816975,49932.259299
-616.837748,26.443211,51143.453754
-616.837748,27.071074,52357.794472
-616.837748,27.692581,53559.843824
-616.837748,28.300019,54734.680822
-616.837748,28.886100,55868.210913
-616.837748,29.444046,56947.327553
-616.837748,29.967650,57960.022908
-616.837748,30.451345,58895.530075
-616.837748,30.890240,59744.392593
-616.837748,31.280117,60498.447406
-616.837748,31.617486,61150.947576
-616.837748,31.899597,61696.575615
-616.837748,32.124393,62131.349318
-616.837748,32.290536,62452.684417
-616.837748,32.397410,62659.387965
-616.837748,32.445131,62751.684225
-616.837748,32.434573,62731.265454
-616.837748,32.367331,62601.213613
-616.837748,32.245720,62366.006052
-616.837748,32.072796,62031.557752
-616.837748,31.852351,61605.198092
-616.837748,31.588889,61095.638569
-616.837748,31.287557,60512.837294
-616.837748,30.954076,59867.855805
-616.837748,30.594633,59172.661681
-616.837748,30.215709,58439.789609
-616.837748,29.823936,57682.068386
-616.837748,29.425938,56912.304301
-616.837748,29.028174,56142.995363
-616.837748,28.636813,55386.068454
-616.837748,28.257592,54652.623328
-616.837748,27.895771,53952.830952
-616.837748,27.556103,53295.883191
-616.837748,27.242712,52689.756876
-616.837748,26.959029,52141.090133
-616.837748,26.707819,51655.228500
-616.837748,26.491215,51236.296721
-616.837748,26.310785,50887.329456
-616.837748,26.167591,50610.381439
-616.837748,26.062235,50406.612960
-616.837748,25.994866,50276.315886
-616.837748,25.965188,50218.915767
-616.837748,25.972439,50232.938888
-616.837748,26.015396,50316.021618
-616.837748,26.092399,50464.953054
-616.837748,26.201347,50675.668294
-616.837748,26.339684,50943.224201
-616.837748,26.504476,51261.946283
-616.837748,26.692491,51625.582799
-616.837748,26.900209,52027.326220
-616.837748,27.123866,52459.898706
-616.837748,27.359504,52915.643940
-616.837748,27.603039,53386.660316
-616.837748,27.850332,53864.947343
-616.837748,28.097283,54342.572510
-616.837748,28.339870,54811.754962
-616.837748,28.574153,55264.879491
-616.837748,28.796347,55694.621399
-616.837748,29.002852,56094.021066
-616.837748,29.190304,56456.569212
-616.837748,29.355643,56776.347596
-616.837748,29.496176,57048.151879
-616.837748,29.609586,57267.495362
-616.837748,29.693915,57430.595358
-616.837748,29.747594,57534.415390
-616.837748,29.769469,57576.723690
-616.837748,29.758868,57556.220003
-616.837748,29.715612,57472.560135
-616.837748,29.639941,57326.204755
-616.837748,29.532483,57118.371931
-616.837748,29.394308,56851.130816
-616.837748,29.226919,56527.384484
-616.837748,29.032212,56150.805658
-616.837748,28.812465,55725.794963
-616.837748,28.570270,55257.369054
-616.837748,28.308483,54751.050525
-616.837748,28.030124,54212.679376
-616.837748,27.738328,53648.321586
-616.837748,27.436341,53064.253103
-616.837748,27.127457,52466.843854
-616.837748,26.814943,51862.414782
-616.837748,26.501990,51257.136647
-616.837748,26.191725,50657.057542
-616.837748,25.887225,50068.129310
-616.837748,25.591503,49496.176634
-616.837748,25.307513,48946.915818
-616.837748,25.038140,48425.924447
-616.837748,24.786194,47938.640276
-616.837748,24.554419,47490.367661
-616.837748,24.345487,47086.274132
-616.837748,24.161978,46731.351256
-616.837748,24.006320,46430.296469
-616.837748,23.880742,46187.417291
-616.837748,23.787202,46006.502751
-616.837748,23.727318,45890.681816
-616.837748,23.702310,45842.313461
-616.837748,23.712973,45862.936826
-616.837748,23.759596,45953.109837
-616.837748,23.841904,46112.300791
-616.837748,23.959029,46338.830736
-616.837748,24.109487,46629.830343
-616.837748,24.291190,46981.258838
-616.837748,24.501450,47387.919706
-616.837748,24.737064,47843.617733
-616.837748,24.994357,48341.245723
-616.837748,25.269238,48872.889254
-616.837748,25.557292,49430.009536
-616.837748,25.853874,50003.624384
-616.837748,26.154220,50584.519812
-616.837748,26.453530,51163.412332
-616.837748,26.747044,51731.092114
-616.837748,27.030209,52278.759004
-616.837748,27.298797,52798.230691
-616.837748,27.548922,53281.994347
-616.837748,27.777105,53723.319113
-616.837748,27.980342,54116.398311
-616.837748,28.156216,54456.552579
-616.837748,28.302945,54740.340290
-616.837748,28.419411,54965.594432
-616.837748,28.505166,55131.452723
-616.837748,28.560469,55238.412530
-616.837748,28.586234,55288.245564
-616.837748,28.584022,55283.967472
-616.837748,28.556031,55229.830353
-616.837748,28.505036,55131.200233
-616.837748,28.434256,54994.306285
-616.837748,28.347228,54825.987389
-616.837748,28.247716,54633.522973
-616.837748,28.139594,54424.404343
-616.837748,28.026760,54206.173127
-616.837748,27.913024,53986.198818
-616.837748,27.801971,53771.412312
-616.837748,27.696850,53568.098692
-616.837748,27.600504,53381.757557
-616.837748,27.515318,53217.001064
-616.837748,27.443124,53077.372505
-616.837748,27.385191,52965.323618
-616.837748,27.342213,52882.201102
-616.837748,27.314300,52828.215662
-616.837748,27.301081,52802.647781
-616.837748,27.301753,52803.948231
-616.837748,27.315083,52829.729031
-616.837748,27.339498,52876.950908
-616.837748,27.373242,52942.213424
-616.837748,27.414422,53021.859182
-616.837748,27.461048,53112.038487
-616.837748,27.511115,53208.872110
-616.837748,27.562680,53308.602812
