-613.366929,0.273336,8.260232,0.011859
-614.271639,1.277536,38.607273,0.011833
-615.727487,2.827699,85.453343,0.011779
-617.670859,4.858415,146.821789,0.011698
-620.032602,7.298776,220.569732,0.011589
-622.736806,10.071517,304.362256,0.011453
-625.703484,13.095522,395.747979,0.011291
-628.851758,16.289161,492.260069,0.011108
-632.103234,19.573608,591.516378,0.010906
-635.384911,22.875646,691.304304,0.010691
-638.631289,26.129689,789.641785,0.010465
-641.785288,29.278939,884.812455,0.010235
-644.799038,32.275828,975.378713,0.010002
-647.633296,35.081845,1060.176846,0.009772
-650.257439,37.666933,1138.298455,0.009544
-652.648216,40.008754,1209.068524,0.009323
-654.789361,42.092008,1272.024666,0.009108
-656.671124,43.907766,1326.897062,0.008906
-658.289070,45.452759,1373.586898,0.008718
-659.643707,46.728592,1412.142696,0.008547
-660.739834,47.740927,1442.735562,0.008396
-661.585335,48.498694,1465.635356,0.008266
-662.190627,49.013320,1481.187399,0.008159
-662.567876,49.297869,1489.786484,0.008076
-662.730230,49.366411,1491.857844,0.008017
-662.691528,49.233605,1487.844420,0.007981
-662.465879,48.914349,1478.196475,0.007970
-662.067420,48.423437,1463.361079,0.007982
-661.509764,47.775303,1443.774392,0.008017
-660.806479,46.984011,1419.861464,0.008073
-659.970508,46.063240,1392.035673,0.008150
-659.014806,45.026325,1360.700003,0.008245
-657.951946,43.886380,1326.250750,0.008359
-656.794464,42.656434,1289.081659,0.008489
-655.555154,41.349545,1249.587366,0.008631
-654.246846,39.978846,1208.164684,0.008785
-652.882508,38.557687,1165.217139,0.008950
-651.475759,37.099778,1121.158967,0.009121
-650.040463,35.619238,1076.416918,0.009298
-648.591262,34.130700,1031.433140,0.009477
-647.143209,32.649343,986.666375,0.009656
-645.712047,31.190842,942.590352,0.009832
-644.313964,29.771260,899.690426,0.010004
-642.965326,28.406836,858.457397,0.010168
-641.682576,27.113694,819.378526,0.010323
-640.481607,25.907505,782.927366,0.010467
-639.377675,24.803102,749.552206,0.010599
-638.384729,23.814023,719.662128,0.010715
-637.515118,22.952059,693.613487,0.010816
-636.778872,22.226857,671.697840,0.010901
-636.183872,21.645581,654.131608,0.010968
-635.735113,21.212633,641.047874,0.011018
-635.434505,20.929462,632.490423,0.011052
-635.281196,20.794517,628.412370,0.011069
-635.271265,20.803323,628.678496,0.011071
-635.398052,20.948664,633.070704,0.011058
-635.652370,21.220853,641.296294,0.011032
-636.022981,21.608106,652.999106,0.010992
-636.496803,22.096963,667.772410,0.010942
-637.059510,22.672710,685.171547,0.010882
-637.695946,23.319794,704.726501,0.010814
-638.390282,24.022233,725.954276,0.010740
-639.126660,24.763957,748.369252,0.010661
-639.889421,25.529099,771.491900,0.010579
-640.663181,26.302219,794.855667,0.010496
-641.433177,27.068495,818.012615,0.010411
-642.185329,27.813928,840.539660,0.010326
-642.906439,28.525469,862.042510,0.010244
-643.584520,29.191126,882.158714,0.010163
-644.208440,29.800071,900.561094,0.010087
-644.768493,30.342722,916.960065,0.010014
-645.256011,30.810826,931.106227,0.009947
-645.664011,31.197565,942.793520,0.009885
-645.986733,31.497608,951.860854,0.009830
-646.220073,31.707120,958.192315,0.009782
-646.361295,31.823754,961.717011,0.009743
-646.409024,31.846636,962.408499,0.009711
-646.363722,31.776378,960.285286,0.009687
-646.226977,31.615059,955.410217,0.009672
-646.001980,31.366201,947.889707,0.009666
-645.693206,31.034677,937.871034,0.009669
-645.306573,30.626606,925.539068,0.009680
-644.848949,30.149266,911.113803,0.009700
-644.328278,29.610907,894.844547,0.009728
-643.753544,29.020612,877.005773,0.009765
-643.134208,28.388155,857.892867,0.009809
-642.480486,27.723838,837.817144,0.009861
-641.802895,27.038342,817.101391,0.009919
-641.112276,26.342531,796.073899,0.009984
-640.419464,25.647300,775.063946,0.010054
-639.735208,24.963428,754.397284,0.010128
-639.070076,24.301365,734.389659,0.010205
-638.434103,23.671073,715.342188,0.010284
-637.836763,23.081930,697.538221,0.010364
-637.286986,22.542583,681.239088,0.010442
-636.792625,22.060824,666.680304,0.010519
-636.360859,21.643511,654.069056,0.010594
-635.997816,21.296499,643.582305,0.010664
-635.708497,21.024567,635.364499,0.010729
-635.496850,20.831314,629.524364,0.010787
-635.365516,20.719090,626.132948,0.010839
-635.315980,20.688968,625.222671,0.010884
-635.348271,20.740748,626.787461,0.010920
-635.461278,20.872988,630.783781,0.010948
-635.652696,21.083023,637.131041,0.010966
-635.918974,21.367027,645.713670,0.010975
-636.255590,21.720139,656.384770,0.010975
-636.656931,22.136596,668.970133,0.010964
-637.116850,22.609873,683.272597,0.010945
-637.628397,23.132833,699.076495,0.010917
-638.184048,23.697885,716.152445,0.010881
-638.776314,24.297187,734.263405,0.010839
-639.397304,24.922843,753.170783,0.010791
-640.039278,25.567065,772.639246,0.010737
-640.694905,26.222314,792.440932,0.010679
-641.356941,26.881408,812.358823,0.010618
-642.018669,27.537648,832.190467,0.010553
-642.674059,28.184913,851.750864,0.010486
-643.317467,28.817687,870.873351,0.010418
-643.944023,29.431052,889.409325,0.010350
-644.549256,30.020682,907.227986,0.010282
-645.129269,30.582817,924.215781,0.010216
-645.680819,31.114171,940.273343,0.010151
-646.200706,31.611840,955.312932,0.010088
-646.686423,32.073273,969.257502,0.010026
-647.135415,32.496197,982.038310,0.009967
-647.545506,32.878530,993.592444,0.009911
-647.914617,33.218380,1003.862736,0.009859
-648.240921,33.514043,1012.797718,0.009812
-648.522613,33.763952,1020.349977,0.009769
-648.758175,33.966671,1026.476182,0.009730
-648.946082,34.120943,1031.138290,0.009696
-649.084957,34.225657,1034.302756,0.009666
-649.173903,34.279942,1035.943259,0.009639
-649.212042,34.283287,1036.044343,0.009616
-649.199054,34.235496,1034.600094,0.009598
-649.134903,34.136726,1031.615250,0.009583
-649.019956,33.987572,1027.107797,0.009574
-648.855019,33.789093,1021.109741,0.009569
-648.641576,33.542854,1013.668386,0.009568
-648.381396,33.251004,1004.848645,0.009571
-648.077222,32.916294,994.733659,0.009578
-647.732058,32.542027,983.423272,0.009587
-647.349700,32.132017,971.032754,0.009599
-646.934176,31.690585,957.692632,0.009614
-646.490256,31.222521,943.547683,0.009631
-646.022959,30.733021,928.754949,0.009650
-645.537866,30.227641,913.482323,0.009668
-645.040635,29.712211,897.905979,0.009687
-644.537370,29.192775,882.208554,0.009707
-644.034206,28.675522,866.577124,0.009725
-643.537370,28.166698,851.200414,0.009743
-643.053137,27.672515,836.266155,0.009758
-642.587650,27.199030,821.957399,0.009773
-642.146811,26.752047,808.449513,0.009785
-641.736178,26.337009,795.907031,0.009794
-641.360793,25.958920,784.481134,0.009801
-641.025404,25.622297,774.308363,0.009805
-640.734154,25.331085,765.507896,0.009807
-640.490480,25.088575,758.179220,0.009806
-640.297121,24.897328,752.399718,0.009803
-640.156013,24.759061,748.221280,0.009798
-640.068252,24.674605,745.669008,0.009790
-640.033977,24.643925,744.741867,0.009780
-640.052504,24.666133,745.413001,0.009768
-640.122285,24.739479,747.629498,0.009756
-640.241019,24.861373,751.313168,0.009741
-640.405415,25.028449,756.362222,0.009726
-640.611625,25.236609,762.652826,0.009711
-640.855065,25.481114,770.041801,0.009697
-641.130548,25.756702,778.370097,0.009683
-641.432604,26.057706,787.466466,0.009671
-641.755272,26.378144,797.150129,0.009659
-642.092507,26.711821,807.233870,0.009649
-642.438002,27.052474,817.528453,0.009640
-642.785662,27.393868,827.845418,0.009632
-643.129262,27.729888,837.999969,0.009625
-643.462968,28.054651,847.814325,0.009619
-643.781141,28.362614,857.120997,0.009614
-644.078556,28.648657,865.765258,0.009611
-644.350526,28.908128,873.606492,0.009609
-644.592839,29.136938,880.521174,0.009608
-644.801989,29.331642,886.405132,0.009608
-644.974876,29.489473,891.174789,0.009610
-645.109521,29.608361,894.767612,0.009612
-645.204241,29.686933,897.142052,0.009615
-645.258230,29.724503,898.277427,0.009618
-645.271360,29.721083,898.174066,0.009622
-645.244084,29.677364,896.852876,0.009625
-645.177640,29.594664,894.353693,0.009628
-645.073814,29.474877,890.733722,0.009631
-644.934723,29.320423,886.066108,0.009634
-644.763300,29.134205,880.438580,0.009637
-644.562575,28.919533,873.951155,0.009641
-644.336236,28.680061,866.714290,0.009644
-644.087994,28.419709,858.846415,0.009648
-643.822007,28.142629,850.473031,0.009653
-643.542536,27.853122,841.724105,0.009658
-643.253694,27.555463,832.728814,0.009666
-642.959753,27.253869,823.614621,0.009674
-642.664825,26.952513,814.507619,0.009683
-642.372958,26.655391,805.528559,0.009694
-642.087913,26.366238,796.790327,0.009707
-641.813126,26.088528,788.397904,0.009720
-641.551916,25.825405,780.446299,0.009735
-641.306945,25.579608,773.018297,0.009751
-641.080714,25.353518,766.185837,0.009767
-640.875358,25.149173,760.010509,0.009786
-640.692585,24.968201,754.541507,0.009805
-640.533737,24.811826,749.815840,0.009826
-640.399723,24.680896,745.859118,0.009848
-640.291115,24.575910,742.686448,0.009871
-640.208216,24.497040,740.302970,0.009894
-640.151030,24.444165,738.705106,0.009917
-640.119271,24.416916,737.881637,0.009939
-640.112497,24.414723,737.815360,0.009960
-640.129990,24.436883,738.485031,0.009980
-640.171167,24.482582,739.866047,0.009999
-640.235194,24.550919,741.931207,0.010015
-640.321130,24.640935,744.651508,0.010028
-640.428141,24.751633,747.996811,0.010039
-640.555174,24.881967,751.935511,0.010047
-640.701305,25.030829,756.434128,0.010051
-640.865367,25.197046,761.457225,0.010052
-641.046224,25.379381,766.967426,0.010051
-641.242604,25.576488,772.924011,0.010047
-641.453060,25.786867,779.281681,0.010040
-641.675969,26.008868,785.990563,0.010030
-641.909565,26.240661,792.995386,0.010019
-642.151910,26.480228,800.235108,0.010004
-642.400771,26.725380,807.643632,0.009988
-642.653949,26.973824,815.151642,0.009970
-642.908986,27.223139,822.685958,0.009950
-643.163319,27.470801,830.170343,0.009929
-643.414504,27.714297,837.528792,0.009907
-643.660048,27.951167,844.687034,0.009885
-643.897560,28.179081,851.574638,0.009862
-644.124914,28.395922,858.127571,0.009840
-644.340130,28.599831,864.289742,0.009817
-644.541740,28.789278,870.014853,0.009795
-644.728480,28.963156,875.269447,0.009772
-644.899696,29.120805,880.033624,0.009750
-645.055022,29.262016,884.301043,0.009728
-645.194662,29.387019,888.078642,0.009707
-645.319307,29.496464,891.386073,0.009686
-645.429756,29.591344,894.253362,0.009666
-645.527240,29.672893,896.717766,0.009647
-645.613141,29.742537,898.822435,0.009629
-645.688982,29.801826,900.614127,0.009614
-645.756199,29.852329,902.140341,0.009601
-645.816481,29.895568,903.447038,0.009589
-645.870989,29.932962,904.577098,0.009579
-645.921201,29.965792,905.569223,0.009571
-645.967963,29.995083,906.454395,0.009565
-646.012071,30.021548,907.254159,0.009561
-646.053821,30.045572,907.980164,0.009559
-646.093324,30.067192,908.633531,0.009560
-646.130222,30.086136,909.206024,0.009564
-646.164044,30.101868,909.681428,0.009571
-646.193918,30.113591,910.035707,0.009580
-646.218776,30.120271,910.237567,0.009592
-646.237446,30.120779,910.252935,0.009607
-646.248932,30.113992,910.047839,0.009624
-646.252013,30.098826,909.589505,0.009643
-646.245588,30.074319,908.848897,0.009664
-646.228982,30.039689,907.802382,0.009685
-646.201459,29.994343,906.432010,0.009708
-646.162695,29.937956,904.728001,0.009731
-646.112619,29.870461,902.688303,0.009754
-646.051255,29.791991,900.316928,0.009777
-645.979044,29.702941,897.625823,0.009799
-645.896437,29.603954,894.634429,0.009820
-645.804388,29.495892,891.368780,0.009841
-645.703869,29.379760,887.859260,0.009861
-645.595877,29.256659,884.139154,0.009879
-645.481582,29.127754,880.243617,0.009895
-645.362140,28.994196,876.207492,0.009908
-645.238608,28.857093,872.064217,0.009918
-645.111991,28.717445,867.844024,0.009925
-644.983191,28.576123,863.573279,0.009928
-644.852850,28.433855,859.273920,0.009928
-644.721585,28.291204,854.962981,0.009926
-644.589757,28.148581,850.652923,0.009920
-644.457702,28.006270,846.352251,0.009911
-644.325569,27.864445,842.066288,0.009899
-644.193455,27.723181,837.797286,0.009885
-644.061327,27.582498,833.545833,0.009869
-643.929266,27.442430,829.312963,0.009851
-643.797320,27.303077,825.101695,0.009832
-643.665757,27.164636,820.918011,0.009811
-643.534854,27.027406,816.770880,0.009790
-643.405001,26.891828,812.673708,0.009769
-643.276920,26.758534,808.645557,0.009747
-643.151346,26.628341,804.711100,0.009726
-643.029380,26.502244,800.900435,0.009706
-642.912114,26.381399,797.248499,0.009687
-642.800921,26.267088,793.794019,0.009669
-642.697119,26.160655,790.577581,0.009654
-642.602133,26.063442,787.639814,0.009640
-642.517283,25.976723,785.019159,0.009628
-642.443784,25.901680,782.751354,0.009617
-642.382639,25.839346,780.867598,0.009608
-642.334796,25.790526,779.392241,0.009601
-642.300900,25.755809,778.343099,0.009596
-642.281284,25.735521,777.729996,0.009593
-642.276086,25.729702,777.554159,0.009591
-642.285189,25.738117,777.808444,0.009592
-642.307946,25.760275,778.478080,0.009594
-642.343906,25.795460,779.541361,0.009596
-642.392139,25.842746,780.970356,0.009600
-642.451561,25.901056,782.732478,0.009604
-642.521006,25.969181,784.791229,0.009608
-642.599261,26.045836,787.107748,0.009613
-642.685036,26.129693,789.641928,0.009617
-642.777036,26.219400,792.352882,0.009621
-642.873834,26.313617,795.200110,0.009624
-642.974269,26.411028,798.143882,0.009626
-643.076986,26.510366,801.145903,0.009628
-643.180792,26.610395,804.168772,0.009629
-643.284470,26.709884,807.175335,0.009629
-643.386778,26.807655,810.130010,0.009628
-643.486739,26.902601,812.999274,0.009626
-643.583103,26.993677,815.751603,0.009624
-643.675065,27.079928,818.358099,0.009621
-643.761675,27.160526,820.793801,0.009617
-643.842251,27.234766,823.037332,0.009613
-643.916129,27.302032,825.070126,0.009609
-643.982864,27.361811,826.876655,0.009604
-644.041870,27.413726,828.445515,0.009600
-644.092994,27.457544,829.769693,0.009595
-644.136068,27.493100,830.844213,0.009589
-644.170892,27.520309,831.666481,0.009585
-644.197475,27.539187,832.236963,0.009580
-644.215954,27.549815,832.558153,0.009577
-644.226247,27.552312,832.633599,0.009575
-644.228672,27.546836,832.468125,0.009573
