-620.904406,0.217129,6.561655,0.007783,4.046123,-0.001729,12.136593,12.136539,5.876751,-0.192446,9.923206,4.228369,10.297462,14.343773,6.255269,14.347428,12.324156
-621.780983,1.360249,41.106848,0.007676,4.046244,-0.001901,12.136595,12.136325,5.878048,-0.191379,9.925959,4.227840,10.296745,14.343934,6.254667,14.346724,12.322544
-623.155923,2.993603,90.466982,0.007507,4.046363,-0.002177,12.136368,12.135752,5.880022,-0.189660,9.930191,4.226908,10.295396,14.343920,6.253579,14.345320,12.319723
-624.950457,5.035745,152.180709,0.007284,4.046478,-0.002551,12.135930,12.134847,5.882613,-0.187345,9.935767,4.225604,10.293462,14.343740,6.252042,14.343273,12.315793
-627.093162,7.412790,224.015257,0.007016,4.046589,-0.003017,12.135290,12.133628,5.885780,-0.184473,9.942586,4.223946,10.290973,14.343397,6.250078,14.340619,12.310828
-629.512839,10.051556,303.759034,0.006709,4.046695,-0.003571,12.134458,12.132111,5.889486,-0.181079,9.950557,4.221950,10.287956,14.342895,6.247709,14.337393,12.304891
-632.138301,12.879565,389.221742,0.006371,4.046795,-0.004209,12.133443,12.130312,5.893695,-0.177195,9.959593,4.219632,10.284435,14.342233,6.244950,14.333627,12.298047
-634.900677,15.826661,478.283259,0.006011,4.046890,-0.004927,12.132255,12.128248,5.898372,-0.172854,9.969604,4.217005,10.280434,14.341416,6.241822,14.329351,12.290360
-637.734557,18.826870,568.949890,0.005636,4.046979,-0.005722,12.130906,12.125936,5.903484,-0.168090,9.980502,4.214084,10.275977,14.340445,6.238340,14.324600,12.281893
-640.580056,21.819973,659.401755,0.005255,4.047062,-0.006589,12.129406,12.123394,5.908995,-0.162935,9.992196,4.210884,10.271091,14.339324,6.234525,14.319406,12.272715
-643.383740,24.752571,748.025149,0.004874,4.047139,-0.007523,12.127768,12.120642,5.914872,-0.157423,10.004599,4.207418,10.265802,14.338054,6.230395,14.313802,12.262891
-646.099298,27.578612,833.428378,0.004499,4.047211,-0.008520,12.126004,12.117700,5.921081,-0.151585,10.017624,4.203703,10.260138,14.336641,6.225968,14.307821,12.252490
-648.687397,30.259483,914.444568,0.004135,4.047276,-0.009575,12.124129,12.114588,5.927591,-0.145453,10.031185,4.199752,10.254126,14.335087,6.221263,14.301496,12.241577
-651.115927,32.763867,990.127326,0.003787,4.047336,-0.010681,12.122156,12.111326,5.934372,-0.139058,10.045200,4.195579,10.247793,14.333398,6.216299,14.294858,12.230221
-653.359434,35.067357,1059.739000,0.003459,4.047390,-0.011834,12.120099,12.107937,5.941392,-0.132429,10.059589,4.191199,10.241169,14.331578,6.211096,14.287939,12.218484
-655.398607,37.151901,1122.734146,0.003154,4.047440,-0.013026,12.117974,12.104441,5.948626,-0.125595,10.074276,4.186626,10.234282,14.329632,6.205670,14.280769,12.206432
-657.219832,39.005265,1178.742970,0.002874,4.047485,-0.014251,12.115795,12.100859,5.956046,-0.118583,10.089187,4.181874,10.227160,14.327566,6.200039,14.273375,12.194125
-658.814752,40.620503,1227.555644,0.002622,4.047527,-0.015502,12.113577,12.097212,5.963629,-0.111417,10.104252,4.176954,10.219832,14.325383,6.194221,14.265785,12.181623
-660.179643,41.995384,1269.104680,0.002399,4.047565,-0.016772,12.111336,12.093521,5.971351,-0.104123,10.119406,4.171880,10.212324,14.323091,6.188232,14.258024,12.168982
-661.314831,43.131699,1303.444221,0.002207,4.047599,-0.018052,12.109086,12.089806,5.979191,-0.096724,10.134585,4.166663,10.204665,14.320695,6.182088,14.250117,12.156257
-662.223858,44.034538,1330.728110,0.002046,4.047632,-0.019335,12.106843,12.086086,5.987130,-0.089240,10.149730,4.161314,10.196881,14.318200,6.175804,14.242085,12.143499
-662.912973,44.711605,1351.189127,0.001916,4.047662,-0.020612,12.104622,12.082380,5.995149,-0.081692,10.164786,4.155845,10.188999,14.315613,6.169394,14.233950,12.130757
-663.390338,45.172558,1365.119195,0.001818,4.047691,-0.021874,12.102438,12.078706,6.003231,-0.074100,10.179700,4.150265,10.181044,14.312939,6.162872,14.225731,12.118078
-663.665666,45.428432,1372.851734,0.001752,4.047718,-0.023114,12.100304,12.075081,6.011362,-0.066482,10.194423,4.144583,10.173041,14.310185,6.156250,14.217445,12.105504
-663.749505,45.491156,1374.747239,0.001714,4.047745,-0.024320,12.098235,12.071521,6.019526,-0.058854,10.208909,4.138808,10.165013,14.307356,6.149542,14.209111,12.093076
-663.653014,45.373090,1371.179285,0.001706,4.047772,-0.025485,12.096245,12.068040,6.027710,-0.051234,10.223112,4.132949,10.156986,14.304458,6.142757,14.200743,12.080830
-663.387386,45.086643,1362.522834,0.001725,4.047799,-0.026598,12.094347,12.064653,6.035902,-0.043639,10.236993,4.127012,10.148981,14.301498,6.135907,14.192356,12.068804
-662.963872,44.644190,1349.151856,0.001770,4.047827,-0.027649,12.092553,12.061373,6.044090,-0.036085,10.250510,4.121006,10.141020,14.298481,6.129003,14.183966,12.057027
-662.393808,44.058075,1331.439396,0.001838,4.047856,-0.028628,12.090876,12.058210,6.052262,-0.028588,10.263627,4.114936,10.133124,14.295413,6.122054,14.175584,12.045533
-661.688460,43.340484,1309.753715,0.001930,4.047887,-0.029526,12.089328,12.055177,6.060406,-0.021164,10.276307,4.108810,10.125315,14.292300,6.115071,14.167225,12.034347
-660.858896,42.503407,1284.457167,0.002042,4.047919,-0.030332,12.087919,12.052281,6.068511,-0.013829,10.288515,4.102633,10.117611,14.289149,6.108061,14.158901,12.023496
-659.916209,41.558716,1255.908508,0.002173,4.047953,-0.031036,12.086661,12.049534,6.076566,-0.006600,10.300220,4.096412,10.110032,14.285964,6.101035,14.150624,12.013005
-658.871548,40.518237,1224.465136,0.002322,4.047990,-0.031629,12.085562,12.046941,6.084561,0.000507,10.311389,4.090153,10.102597,14.282753,6.094002,14.142408,12.002894
-657.736080,39.393800,1190.484547,0.002486,4.048029,-0.032100,12.084632,12.044511,6.092483,0.007475,10.321994,4.083861,10.095323,14.279520,6.086970,14.134263,11.993186
-656.521298,38.197354,1154.327826,0.002663,4.048071,-0.032441,12.083879,12.042248,6.100322,0.014289,10.332006,4.077542,10.088229,14.276273,6.079948,14.126203,11.983897
-655.238759,36.941080,1116.363096,0.002851,4.048116,-0.032641,12.083311,12.040160,6.108067,0.020933,10.341399,4.071201,10.081332,14.273017,6.072946,14.118238,11.975046
-653.900751,35.637471,1076.967917,0.003048,4.048164,-0.032692,12.082935,12.038250,6.115705,0.027391,10.350148,4.064844,10.074648,14.269759,6.065970,14.110381,11.966647
-652.519692,34.299393,1036.531070,0.003253,4.048215,-0.032587,12.082755,12.036522,6.123227,0.033648,10.358232,4.058477,10.068196,14.266503,6.059032,14.102642,11.958714
-651.108797,32.940162,995.454981,0.003462,4.048270,-0.032316,12.082778,12.034981,6.130620,0.039690,10.365629,4.052104,10.061990,14.263257,6.052138,14.095034,11.951260
-649.681758,31.573606,954.157509,0.003675,4.048328,-0.031874,12.083007,12.033628,6.137873,0.045504,10.372322,4.045732,10.056048,14.260026,6.045298,14.087566,11.944296
-648.252781,30.214004,913.070210,0.003887,4.048390,-0.031253,12.083446,12.032468,6.144977,0.051078,10.378293,4.039367,10.050384,14.256815,6.038521,14.080250,11.937831
-646.836674,28.876029,872.636472,0.004098,4.048454,-0.030448,12.084095,12.031501,6.151919,0.056399,10.383530,4.033013,10.045016,14.253632,6.031814,14.073094,11.931873
-645.448557,27.574656,833.308840,0.004305,4.048522,-0.029455,12.084956,12.030730,6.158690,0.061460,10.388022,4.026678,10.039957,14.250480,6.025186,14.066110,11.926428
-644.103789,26.324955,795.542760,0.004505,4.048594,-0.028269,12.086029,12.030157,6.165281,0.066252,10.391759,4.020367,10.035224,14.247366,6.018646,14.059305,11.921503
-642.817629,25.141804,759.787813,0.004697,4.048668,-0.026887,12.087312,12.029783,6.171681,0.070768,10.394737,4.014088,10.030830,14.244294,6.012202,14.052688,11.917102
-641.604836,24.039594,726.478921,0.004879,4.048745,-0.025309,12.088803,12.029609,6.177883,0.075005,10.396951,4.007846,10.026790,14.241268,6.005862,14.046267,11.913226
-640.479695,23.031918,696.026848,0.005048,4.048825,-0.023532,12.090498,12.029638,6.183878,0.078958,10.398403,4.001650,10.023119,14.238295,5.999635,14.040047,11.909879
-639.455228,22.131231,668.808007,0.005203,4.048907,-0.021559,12.092392,12.029869,6.189660,0.082627,10.399094,3.995506,10.019829,14.235376,5.993527,14.034036,11.907059
