64.000000,-10.482565
64.004800,-10.482625
64.009600,-10.482684
64.014401,-10.482743
64.019202,-10.482803
64.024003,-10.482862
64.028804,-10.482921
64.033606,-10.482981
64.038408,-10.483040
64.043210,-10.483093
64.048012,-10.483144
64.052815,-10.483196
64.057617,-10.483248
64.062420,-10.483299
64.067224,-10.483351
64.072027,-10.483402
64.076831,-10.483454
64.081635,-10.483506
64.086439,-10.483557
64.091243,-10.483609
64.096048,-10.483660
64.100853,-10.483711
64.105658,-10.483763
64.110463,-10.483814
64.115269,-10.483864
64.120075,-10.483915
64.124881,-10.483966
64.129687,-10.484017
64.134494,-10.484068
64.139301,-10.484119
64.144108,-10.484170
64.148915,-10.484221
64.153723,-10.484273
64.158531,-10.484324
64.163339,-10.484376
64.168147,-10.484427
64.172956,-10.484478
64.177764,-10.484529
64.182573,-10.484581
64.187383,-10.484632
64.192192,-10.484683
64.197002,-10.484735
64.201812,-10.484786
64.206622,-10.484837
64.211432,-10.484888
64.216243,-10.484939
64.221054,-10.484991
64.225865,-10.485042
64.230677,-10.485093
64.235488,-10.485144
64.240300,-10.485195
64.245112,-10.485242
64.249925,-10.485285
64.254737,-10.485328
64.259550,-10.485371
64.264363,-10.485414
64.269176,-10.485457
64.273990,-10.485500
64.278804,-10.485543
64.283618,-10.485586
64.288432,-10.485629
64.293247,-10.485672
64.298062,-10.485715
64.302877,-10.485757
64.307692,-10.485800
64.312507,-10.485843
64.317323,-10.485886
64.322139,-10.485929
64.326955,-10.485971
64.331772,-10.486014
64.336588,-10.486057
64.341405,-10.486100
64.346222,-10.486143
64.351040,-10.486186
64.355858,-10.486229
64.360675,-10.486272
64.365494,-10.486316
64.370312,-10.486359
64.375131,-10.486402
64.379949,-10.486445
64.384769,-10.486488
64.389588,-10.486531
64.394407,-10.486573
64.399227,-10.486616
64.404047,-10.486659
64.408868,-10.486701
64.413688,-10.486744
64.418509,-10.486786
64.423330,-10.486829
64.428151,-10.486871
64.432973,-10.486914
64.437794,-10.486956
64.442616,-10.486999
64.447439,-10.487041
64.452261,-10.487076
64.457084,-10.487111
64.461907,-10.487146
64.466730,-10.487181
64.471553,-10.487216
64.476377,-10.487251
64.481201,-10.487285
64.486025,-10.487320
64.490850,-10.487355
64.495674,-10.487390
64.500499,-10.487425
64.505324,-10.487460
64.510150,-10.487494
64.514975,-10.487529
64.519801,-10.487564
